circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,units_per_service,service_utilization_ratio,avg_load_per_service,load_efficiency,efficiency_category,anomaly_score,anomaly,risk_category
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,GRC HV ERRAGADDA,NON-DOMESTIC AND COMMERCIAL,2,215,183.0,234296,2161.8,1089.7488372093023,0.8511627906976744,10.054883720930231,108.38005365898788,HIGH EFFICIENCY,0.012286186324548476,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,HEMAWATHI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,96,92.0,11167,136.13,116.32291666666669,0.9583333333333334,1.4180208333333333,82.03188128994344,MEDIUM EFFICIENCY,0.24523693743088693,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,JANAPRIYA APARTMENTS,NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,5.0,0.0,0.0,5.0,0.0,LOW EFFICIENCY,0.10450946311197196,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,MOTHI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,61,59.0,16807,153.34,275.5245901639344,0.9672131147540984,2.5137704918032786,109.6061040824312,HIGH EFFICIENCY,0.23584452248050847,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,MOTHI NAGAR (EXTN) NEAR AVANTH,NON-DOMESTIC AND COMMERCIAL,2,39,34.0,4017,46.48,103.0,0.8717948717948718,1.1917948717948716,86.42426850258177,MEDIUM EFFICIENCY,0.2603092201806542,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,MOTINAGAR (NORTH)- COMMIT HALL,NON-DOMESTIC AND COMMERCIAL,2,123,116.0,18642,236.7,151.5609756097561,0.943089430894309,1.924390243902439,78.75792141951838,MEDIUM EFFICIENCY,0.23791038503425693,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NATRAJ NAGAR,NON-DOMESTIC AND COMMERCIAL,2,73,69.0,7905,72.7,108.28767123287672,0.9452054794520548,0.9958904109589042,108.73452544704264,HIGH EFFICIENCY,0.2359050640288231,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NETAJI NAGAR II- BILLAL CAFE,NON-DOMESTIC AND COMMERCIAL,2,41,39.0,7670,42.58,187.0731707317073,0.951219512195122,1.0385365853658537,180.13151714419917,HIGH EFFICIENCY,0.19436651011927647,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NETAJI NAGAR-EK MINAR MASJID,NON-DOMESTIC AND COMMERCIAL,2,93,91.0,14708,139.38,158.1505376344086,0.978494623655914,1.498709677419355,105.52446549002728,HIGH EFFICIENCY,0.23037332228302382,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW ERRAGADDA-BANJARA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,224,219.0,26810,430.61,119.6875,0.9776785714285714,1.9223660714285715,62.26051415433919,MEDIUM EFFICIENCY,0.20192832010661427,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW SHASTRY NAGAR- JANAPRIYA O,NON-DOMESTIC AND COMMERCIAL,2,58,51.0,8613,164.04,148.5,0.8793103448275862,2.828275862068965,52.50548646671544,MEDIUM EFFICIENCY,0.25860157241155207,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,OLD SHASTRY NAGAR,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,410,7.5,51.25,1.0,0.9375,54.66666666666666,MEDIUM EFFICIENCY,0.2523175749776154,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,OLD SULTAN NAGAR,NON-DOMESTIC AND COMMERCIAL,2,13,10.0,2833,20.98,217.92307692307693,0.7692307692307693,1.613846153846154,135.03336510962822,HIGH EFFICIENCY,0.21644341963786023,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,PANDURANGA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,162,155.0,23904,340.24,147.55555555555554,0.9567901234567902,2.100246913580247,70.25628967787443,MEDIUM EFFICIENCY,0.22428680564739778,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,PREM NAGAR - II,NON-DOMESTIC AND COMMERCIAL,2,27,27.0,2713,44.5,100.48148148148148,1.0,1.648148148148148,60.96629213483146,MEDIUM EFFICIENCY,0.26318592943012215,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,PREM NAGAR-OM JHANDA,NON-DOMESTIC AND COMMERCIAL,2,80,71.0,6920,125.58,86.5,0.8875,1.56975,55.10431597388119,MEDIUM EFFICIENCY,0.2585192894544543,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,S.N.R.CO-OP SOCIETY,NON-DOMESTIC AND COMMERCIAL,2,102,94.0,16485,212.83,161.61764705882354,0.9215686274509804,2.0865686274509807,77.45618568810788,MEDIUM EFFICIENCY,0.24668718581281257,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SANJAY NAGAR,NON-DOMESTIC AND COMMERCIAL,2,11,10.0,895,22.0,81.36363636363636,0.9090909090909092,2.0,40.68181818181818,LOW EFFICIENCY,0.26131054274645343,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHANKARLAL NAGAR (B),NON-DOMESTIC AND COMMERCIAL,2,58,55.0,6046,83.38,104.24137931034484,0.9482758620689656,1.4375862068965517,72.51139361957304,MEDIUM EFFICIENCY,0.2603247807646034,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHANKARLAL NAGAR (S),NON-DOMESTIC AND COMMERCIAL,2,25,24.0,4803,55.5,192.12,0.96,2.22,86.54054054054055,MEDIUM EFFICIENCY,0.2546260323011771,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SHANKARLAL NAGAR POCHAMMA TEMP,NON-DOMESTIC AND COMMERCIAL,2,53,53.0,7068,75.5,133.35849056603774,1.0,1.4245283018867925,93.6158940397351,MEDIUM EFFICIENCY,0.2519586236591276,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,STREET LIGHTS,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,555,10.0,111.0,1.0,2.0,55.5,MEDIUM EFFICIENCY,0.256506169417249,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SULTAN NAGAR- MOHAMMADIA,NON-DOMESTIC AND COMMERCIAL,2,73,66.0,7467,103.72,102.28767123287672,0.9041095890410958,1.420821917808219,71.99190127265716,MEDIUM EFFICIENCY,0.25958157045001157,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SULTHAN NAGAR II- UP GALLI,NON-DOMESTIC AND COMMERCIAL,2,75,74.0,11944,132.5,159.25333333333333,0.9866666666666668,1.7666666666666666,90.14339622641508,MEDIUM EFFICIENCY,0.24803691630106767,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,VENKATESWARA COLONY,NON-DOMESTIC AND COMMERCIAL,2,31,29.0,2945,64.5,95.0,0.935483870967742,2.0806451612903225,45.65891472868217,LOW EFFICIENCY,0.2665013701970358,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,ZEHRA GULSHAN BAGH,NON-DOMESTIC AND COMMERCIAL,2,147,137.0,24313,453.48,165.39455782312925,0.9319727891156464,3.0848979591836736,53.614271853223954,MEDIUM EFFICIENCY,0.21823400317575153,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BABA SAILANI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,36,34.0,5701,34.66,158.36111111111111,0.9444444444444444,0.9627777777777776,164.48355452971728,HIGH EFFICIENCY,0.2071802631289244,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BANJARA NAGAR (SOUTH),NON-DOMESTIC AND COMMERCIAL,2,65,62.0,8033,73.98,123.5846153846154,0.953846153846154,1.1381538461538463,108.58340091916732,HIGH EFFICIENCY,0.24129361411987388,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BHARAT NAGAR,NON-DOMESTIC AND COMMERCIAL,2,14,12.0,857,9.7,61.21428571428572,0.8571428571428571,0.6928571428571428,88.35051546391753,MEDIUM EFFICIENCY,0.24048746761791917,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,BRAHMA SHANKAR NAGAR,NON-DOMESTIC AND COMMERCIAL,2,39,37.0,1577,32.71,40.43589743589744,0.9487179487179488,0.8387179487179487,48.211556099052274,LOW EFFICIENCY,0.25202898990457984,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,GANGA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,47,44.0,4934,81.9,104.97872340425532,0.9361702127659576,1.7425531914893615,60.24420024420024,MEDIUM EFFICIENCY,0.2660117014722067,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,GRC HV MOTINAGAR,NON-DOMESTIC AND COMMERCIAL,2,153,127.0,256938,2208.06,1679.3333333333333,0.8300653594771242,14.431764705882353,116.36368576940843,HIGH EFFICIENCY,-0.010905004957774023,-1,MEDIUM RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,H.F.NAGAR EAST(PHASE-I),NON-DOMESTIC AND COMMERCIAL,2,50,46.0,7944,68.38,158.88,0.92,1.3676,116.17431997660135,HIGH EFFICIENCY,0.24381610133159026,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,H.F.NAGAR WEST(PHASE-I),NON-DOMESTIC AND COMMERCIAL,2,47,47.0,4605,71.64,97.97872340425532,1.0,1.524255319148936,64.27973199329983,MEDIUM EFFICIENCY,0.26144158125264755,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,H.F.NAGAR-II,NON-DOMESTIC AND COMMERCIAL,2,82,80.0,7867,90.04,95.9390243902439,0.975609756097561,1.098048780487805,87.37227898711683,MEDIUM EFFICIENCY,0.2439409645957485,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,INDIRA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,35,32.0,1583,36.16,45.22857142857143,0.9142857142857144,1.0331428571428571,43.77765486725664,LOW EFFICIENCY,0.2596903706247938,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,INDIRA NAGAR PHASE-II,NON-DOMESTIC AND COMMERCIAL,2,37,37.0,4183,38.78,113.05405405405403,1.0,1.048108108108108,107.86487880350695,HIGH EFFICIENCY,0.24415835181756063,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,KALYAN NAGAR,NON-DOMESTIC AND COMMERCIAL,2,162,147.0,28967,396.13,178.80864197530863,0.9074074074074074,2.445246913580247,73.12498422235124,MEDIUM EFFICIENCY,0.22273950913979856,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,KALYAN NAGAR (W),NON-DOMESTIC AND COMMERCIAL,2,68,58.0,8496,178.5,124.94117647058825,0.8529411764705882,2.625,47.596638655462186,LOW EFFICIENCY,0.25594805694399203,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,KARMIKA NAGAR (E),NON-DOMESTIC AND COMMERCIAL,2,40,39.0,2349,51.3,58.725,0.975,1.2825,45.78947368421053,LOW EFFICIENCY,0.25995314974362616,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,KARMIKA NAGAR (S),NON-DOMESTIC AND COMMERCIAL,2,84,78.0,6639,104.98,79.03571428571429,0.9285714285714286,1.2497619047619049,63.24061726043056,MEDIUM EFFICIENCY,0.25443138905426926,1,LOW RISK
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,MADHURA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,28,28.0,1407,29.36,50.25,1.0,1.0485714285714285,47.92234332425068,LOW EFFICIENCY,0.25824932580955895,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,JP NAGAR & ENGINEERS COLONY,NON-DOMESTIC AND COMMERCIAL,2,235,189.0,50223,697.91,213.7148936170213,0.8042553191489362,2.9698297872340422,71.96200083105272,MEDIUM EFFICIENCY,0.1764615561973088,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,KAMALAPURI COLONY,NON-DOMESTIC AND COMMERCIAL,2,313,274.0,72141,1191.6,230.482428115016,0.8753993610223643,3.80702875399361,60.541289023162136,MEDIUM EFFICIENCY,0.13012517184762967,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,NAGARJUNA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,370,336.0,79132,1383.69,213.87027027027028,0.9081081081081082,3.739702702702703,57.18911027759108,MEDIUM EFFICIENCY,0.105318350678415,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,OLD YELLAREDDYGUDA,NON-DOMESTIC AND COMMERCIAL,2,131,86.0,20613,315.37,157.35114503816794,0.6564885496183206,2.407404580152672,65.36132162222151,MEDIUM EFFICIENCY,0.1967822156570319,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,PANJAGUTTA,NON-DOMESTIC AND COMMERCIAL,2,198,158.0,21088,377.23,106.5050505050505,0.797979797979798,1.9052020202020203,55.90223471091907,MEDIUM EFFICIENCY,0.20385751518786627,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,"SG NAGAR,BSNL,MARKET AREA",NON-DOMESTIC AND COMMERCIAL,2,480,223.0,128170,1174.48,267.0208333333333,0.4645833333333333,2.446833333333333,109.1291465159049,HIGH EFFICIENCY,0.0033546114188476306,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SHALIVAHANA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,54,50.0,15261,210.5,282.6111111111111,0.925925925925926,3.898148148148149,72.49881235154395,MEDIUM EFFICIENCY,0.23921364481926422,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SHALIVAHANA SBH NAVODAYA,NON-DOMESTIC AND COMMERCIAL,2,192,183.0,49735,669.65,259.0364583333333,0.953125,3.4877604166666667,74.27014111849473,MEDIUM EFFICIENCY,0.17802649388814368,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HV ROAD NO 56 TO 68 & 10 TO 22,NON-DOMESTIC AND COMMERCIAL,2,378,299.0,822071,9433.0,2174.791005291005,0.791005291005291,24.955026455026456,87.1484151383441,MEDIUM EFFICIENCY,-0.1467925539940187,-1,MEDIUM RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE BILLS  54 TO 60,NON-DOMESTIC AND COMMERCIAL,2,243,163.0,67068,1008.7,276.0,0.6707818930041153,4.151028806584362,66.48954099335778,MEDIUM EFFICIENCY,0.12301778132188856,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 36 TO 44 AND 44A,NON-DOMESTIC AND COMMERCIAL,2,193,80.0,32181,802.25,166.74093264248705,0.4145077720207253,4.1567357512953365,40.11343097538174,LOW EFFICIENCY,0.10552907579447923,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 45 TO 53,NON-DOMESTIC AND COMMERCIAL,2,141,73.0,25030,567.25,177.5177304964539,0.5177304964539007,4.023049645390071,44.12516527104452,LOW EFFICIENCY,0.1511227382858329,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NO. 10 TO 15,NON-DOMESTIC AND COMMERCIAL,2,145,102.0,27542,547.46,189.94482758620688,0.7034482758620689,3.775586206896552,50.30869835239104,MEDIUM EFFICIENCY,0.18614506773329031,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 1 TO 9,NON-DOMESTIC AND COMMERCIAL,2,201,156.0,57776,897.3,287.44278606965173,0.7761194029850746,4.464179104477612,64.38872172071771,MEDIUM EFFICIENCY,0.15375413265838667,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 26 TO 35,NON-DOMESTIC AND COMMERCIAL,2,123,73.0,19989,552.0,162.5121951219512,0.5934959349593496,4.487804878048781,36.21195652173913,LOW EFFICIENCY,0.16363560154917017,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SKD NAGAR,NON-DOMESTIC AND COMMERCIAL,2,73,62.0,15630,229.5,214.1095890410959,0.8493150684931506,3.143835616438356,68.10457516339869,MEDIUM EFFICIENCY,0.24212113635906585,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SRINAGAR APARTMENTS,NON-DOMESTIC AND COMMERCIAL,2,213,174.0,44069,853.46,206.8967136150235,0.8169014084507042,4.006854460093897,51.635694701567736,MEDIUM EFFICIENCY,0.16645861286142122,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SRINAGAR KESHAVNAGAR,NON-DOMESTIC AND COMMERCIAL,2,170,128.0,34799,617.8,204.7,0.7529411764705882,3.6341176470588232,56.32729038523794,MEDIUM EFFICIENCY,0.18436664510931833,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,STEEL & MINES,NON-DOMESTIC AND COMMERCIAL,2,5,4.0,1997,16.0,399.4,0.8,3.2,124.8125,HIGH EFFICIENCY,0.21519058295332805,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,STREET LIGHTS,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,1627,21.0,232.42857142857144,0.8571428571428571,3.0,77.47619047619048,MEDIUM EFFICIENCY,0.2485036226516692,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,UPPER BASTI,NON-DOMESTIC AND COMMERCIAL,2,190,168.0,23267,432.0,122.4578947368421,0.8842105263157894,2.273684210526316,53.8587962962963,MEDIUM EFFICIENCY,0.21420125977306426,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,WB. WADDAR BASTHI,NON-DOMESTIC AND COMMERCIAL,2,280,150.0,63946,590.89,228.37857142857143,0.5357142857142857,2.1103214285714285,108.21980402443772,HIGH EFFICIENCY,0.10227250151152556,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,"JUBILEE HILLS RD NOS.24,25,27",NON-DOMESTIC AND COMMERCIAL,2,56,34.0,16340,273.0,291.7857142857143,0.6071428571428571,4.875,59.853479853479854,MEDIUM EFFICIENCY,0.1874223435719366,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILLE HILLS RD NO. 16 TO 22,NON-DOMESTIC AND COMMERCIAL,2,113,56.0,14078,415.2,124.58407079646018,0.495575221238938,3.674336283185841,33.906551059730255,LOW EFFICIENCY,0.15441312754181086,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,KAKATEEYA HILLS,NON-DOMESTIC AND COMMERCIAL,2,192,177.0,53071,1032.14,276.4114583333333,0.921875,5.375729166666667,51.4184122308989,MEDIUM EFFICIENCY,0.15013206530453094,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,MASTANNAGAR RD.NO.46,NON-DOMESTIC AND COMMERCIAL,2,41,37.0,5348,88.0,130.4390243902439,0.902439024390244,2.1463414634146343,60.77272727272727,MEDIUM EFFICIENCY,0.26551241063364844,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,PRASHASAN NAGAR,NON-DOMESTIC AND COMMERCIAL,2,99,86.0,29268,356.01,295.6363636363636,0.8686868686868687,3.596060606060606,82.21117384343137,MEDIUM EFFICIENCY,0.2181584908584105,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,STREET LIGHTS,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,3229,22.0,269.0833333333333,1.0,1.8333333333333333,146.77272727272728,HIGH EFFICIENCY,0.21817320346217473,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,(HARIJANA BASTI) SAI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,284,217.0,71054,859.23,250.19014084507043,0.7640845070422535,3.025457746478873,82.69497107875657,MEDIUM EFFICIENCY,0.14543849130719527,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"ARUNDHOYA,IMAGE GARDEN, HARIZA",NON-DOMESTIC AND COMMERCIAL,2,1388,762.0,1789622,22770.83,1289.3530259365994,0.5489913544668588,16.405497118155623,78.59274343535128,MEDIUM EFFICIENCY,-0.19963958273622207,-1,HIGH RISK
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,ARUNODAYA COLONY,NON-DOMESTIC AND COMMERCIAL,2,227,197.0,84659,1026.07,372.9471365638767,0.8678414096916299,4.520132158590308,82.50801602229868,MEDIUM EFFICIENCY,0.13704497840097973,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,B-BLOCK-2,NON-DOMESTIC AND COMMERCIAL,2,151,139.0,17403,260.81,115.25165562913908,0.9205298013245032,1.7272185430463576,66.72673593803918,MEDIUM EFFICIENCY,0.23637491917295883,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,CT METERS & NET METERS,NON-DOMESTIC AND COMMERCIAL,2,77,74.0,229027,2233.0,2974.3766233766232,0.961038961038961,29.0,102.56471115091804,HIGH EFFICIENCY,-0.04554548129068836,-1,MEDIUM RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,F-BLOCK SK NAGAR,NON-DOMESTIC AND COMMERCIAL,2,303,299.0,65206,679.05,215.2013201320132,0.9867986798679867,2.241089108910891,96.02532950445476,MEDIUM EFFICIENCY,0.1350452357411393,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,GAYATRI HILLS,NON-DOMESTIC AND COMMERCIAL,2,96,91.0,15980,196.66,166.45833333333334,0.9479166666666666,2.0485416666666665,81.25699176243262,MEDIUM EFFICIENCY,0.24511638955441034,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,GRC HIGH VALUES,NON-DOMESTIC AND COMMERCIAL,2,317,171.0,282398,3385.57,890.8454258675079,0.5394321766561514,10.680031545741326,83.41224668224257,MEDIUM EFFICIENCY,-0.03586265172735237,-1,MEDIUM RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,HYLAM COLONY,NON-DOMESTIC AND COMMERCIAL,2,108,107.0,20586,247.84,190.61111111111111,0.9907407407407408,2.294814814814815,83.06165267914784,MEDIUM EFFICIENCY,0.22750347569525298,1,LOW RISK
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,KRISHNA NAGAR C BLOCK,NON-DOMESTIC AND COMMERCIAL,2,172,151.0,25036,327.84,145.5581395348837,0.877906976744186,1.9060465116279068,76.36652025378234,MEDIUM EFFICIENCY,0.2194328547946387,1,LOW RISK
